Date;Frequency;Geo;Measure;Value;Vehicle
2006;Annual;Croatia;Percentage;83.7;Passenger cars
2012;Annual;Croatia;Percentage;85.8;Passenger cars
2014;Annual;Croatia;Percentage;85.1;Passenger cars
2015;Annual;Croatia;Percentage;11.0;Motor coaches, buses and trolley buses
1991;Annual;Italy;Percentage;6.7;Trains
1993;Annual;Italy;Percentage;5.9;Trains
2001;Annual;Italy;Percentage;5.8;Trains
2003;Annual;Italy;Percentage;5.5;Trains
1993;Annual;Italy;Percentage;82.9;Passenger cars
1997;Annual;Italy;Percentage;82.7;Passenger cars
2006;Annual;Italy;Percentage;81.5;Passenger cars
1996;Annual;Italy;Percentage;11.7;Motor coaches, buses and trolley buses
2010;Annual;Italy;Percentage;12.8;Motor coaches, buses and trolley buses
2001;Annual;Cyprus;Percentage;77.5;Passenger cars
2007;Annual;Cyprus;Percentage;80.3;Passenger cars
1997;Annual;Cyprus;Percentage;22.6;Motor coaches, buses and trolley buses
2003;Annual;Cyprus;Percentage;23.6;Motor coaches, buses and trolley buses
2004;Annual;Cyprus;Percentage;21.2;Motor coaches, buses and trolley buses
2013;Annual;Cyprus;Percentage;18.5;Motor coaches, buses and trolley buses
2015;Annual;Cyprus;Percentage;18.7;Motor coaches, buses and trolley buses
2017;Annual;Cyprus;Percentage;19.0;Motor coaches, buses and trolley buses
1998;Annual;Latvia;Percentage;7.8;Trains
2013;Annual;Latvia;Percentage;4.7;Trains
2016;Annual;Latvia;Percentage;3.4;Trains
1998;Annual;Latvia;Percentage;74.0;Passenger cars
2005;Annual;Latvia;Percentage;73.5;Passenger cars
2009;Annual;Latvia;Percentage;80.2;Passenger cars
2011;Annual;Latvia;Percentage;76.2;Passenger cars
1995;Annual;Latvia;Percentage;21.5;Motor coaches, buses and trolley buses
1996;Annual;Latvia;Percentage;18.1;Motor coaches, buses and trolley buses
2003;Annual;Latvia;Percentage;19.4;Motor coaches, buses and trolley buses
2007;Annual;Latvia;Percentage;15.7;Motor coaches, buses and trolley buses
2010;Annual;Latvia;Percentage;17.1;Motor coaches, buses and trolley buses
2011;Annual;Latvia;Percentage;18.9;Motor coaches, buses and trolley buses
2012;Annual;Latvia;Percentage;18.3;Motor coaches, buses and trolley buses
2000;Annual;Lithuania;Percentage;3.2;Trains
2003;Annual;Lithuania;Percentage;1.9;Trains
2011;Annual;Lithuania;Percentage;0.8;Trains
2001;Annual;Lithuania;Percentage;82.6;Passenger cars
2004;Annual;Lithuania;Percentage;86.6;Passenger cars
2006;Annual;Lithuania;Percentage;91.4;Passenger cars
2003;Annual;Lithuania;Percentage;13.1;Motor coaches, buses and trolley buses
2005;Annual;Lithuania;Percentage;9.5;Motor coaches, buses and trolley buses
2006;Annual;Lithuania;Percentage;8.0;Motor coaches, buses and trolley buses
2010;Annual;Lithuania;Percentage;7.6;Motor coaches, buses and trolley buses
1997;Annual;Luxembourg;Percentage;5.1;Trains
2003;Annual;Luxembourg;Percentage;3.7;Trains
2004;Annual;Luxembourg;Percentage;3.6;Trains
2008;Annual;Luxembourg;Percentage;4.3;Trains
2010;Annual;Luxembourg;Percentage;4.5;Trains
2011;Annual;Luxembourg;Percentage;4.4;Trains
2015;Annual;Luxembourg;Percentage;4.7;Trains
1990;Annual;Luxembourg;Percentage;85.3;Passenger cars
2000;Annual;Luxembourg;Percentage;85.5;Passenger cars
2002;Annual;Luxembourg;Percentage;85.7;Passenger cars
2013;Annual;Luxembourg;Percentage;82.8;Passenger cars
2015;Annual;Luxembourg;Percentage;82.9;Passenger cars
1994;Annual;Luxembourg;Percentage;9.8;Motor coaches, buses and trolley buses
1997;Annual;Hungary;Percentage;12.1;Trains
2000;Annual;Hungary;Percentage;13.0;Trains
2004;Annual;Hungary;Percentage;13.4;Trains
2005;Annual;Hungary;Percentage;12.6;Trains
2007;Annual;Hungary;Percentage;11.0;Trains
2013;Annual;Hungary;Percentage;10.2;Trains
1990;Annual;Hungary;Percentage;60.5;Passenger cars
1995;Annual;Hungary;Percentage;64.4;Passenger cars
2010;Annual;Hungary;Percentage;68.6;Passenger cars
2015;Annual;Hungary;Percentage;68.2;Passenger cars
1992;Annual;Hungary;Percentage;22.9;Motor coaches, buses and trolley buses
1994;Annual;Hungary;Percentage;23.5;Motor coaches, buses and trolley buses
2001;Annual;Hungary;Percentage;24.9;Motor coaches, buses and trolley buses
2003;Annual;Hungary;Percentage;24.5;Motor coaches, buses and trolley buses
2005;Annual;Hungary;Percentage;23.2;Motor coaches, buses and trolley buses
2010;Annual;Hungary;Percentage;21.5;Motor coaches, buses and trolley buses
2011;Annual;Hungary;Percentage;21.5;Motor coaches, buses and trolley buses
2013;Annual;Hungary;Percentage;22.3;Motor coaches, buses and trolley buses
2014;Annual;Hungary;Percentage;22.6;Motor coaches, buses and trolley buses
2000;Annual;Malta;Percentage;79.6;Passenger cars
2006;Annual;Malta;Percentage;80.4;Passenger cars
2008;Annual;Malta;Percentage;80.8;Passenger cars
1995;Annual;Malta;Percentage;19.4;Motor coaches, buses and trolley buses
2000;Annual;Malta;Percentage;20.4;Motor coaches, buses and trolley buses
2006;Annual;Malta;Percentage;19.6;Motor coaches, buses and trolley buses
2007;Annual;Malta;Percentage;19.4;Motor coaches, buses and trolley buses
2010;Annual;Malta;Percentage;18.5;Motor coaches, buses and trolley buses
2012;Annual;Malta;Percentage;17.5;Motor coaches, buses and trolley buses
2013;Annual;Malta;Percentage;17.0;Motor coaches, buses and trolley buses
2001;Annual;Netherlands;Percentage;9.4;Trains
2006;Annual;Netherlands;Percentage;87.2;Passenger cars
2008;Annual;Netherlands;Percentage;87.3;Passenger cars
2010;Annual;Netherlands;Percentage;87.7;Passenger cars
2017;Annual;Netherlands;Percentage;85.7;Passenger cars
2009;Annual;Netherlands;Percentage;3.5;Motor coaches, buses and trolley buses
1993;Annual;Austria;Percentage;12.1;Trains
2001;Annual;Austria;Percentage;9.7;Trains
2002;Annual;Austria;Percentage;9.7;Trains
2001;Annual;Finland;Percentage;83.8;Passenger cars
2017;Annual;Finland;Percentage;84.2;Passenger cars
1997;Annual;Finland;Percentage;12.6;Motor coaches, buses and trolley buses
1995;Annual;Sweden;Percentage;6.6;Trains
2003;Annual;Sweden;Percentage;7.1;Trains
2012;Annual;Sweden;Percentage;9.1;Trains
2013;Annual;Sweden;Percentage;9.1;Trains
2015;Annual;Sweden;Percentage;9.5;Trains
1994;Annual;Sweden;Percentage;84.4;Passenger cars
2007;Annual;Sweden;Percentage;85.2;Passenger cars
2008;Annual;Sweden;Percentage;84.6;Passenger cars
2013;Annual;Sweden;Percentage;83.4;Passenger cars
2014;Annual;Sweden;Percentage;83.5;Passenger cars
1991;Annual;Sweden;Percentage;9.5;Motor coaches, buses and trolley buses
1993;Annual;Sweden;Percentage;9.3;Motor coaches, buses and trolley buses
2000;Annual;Sweden;Percentage;7.9;Motor coaches, buses and trolley buses
2007;Annual;Sweden;Percentage;6.8;Motor coaches, buses and trolley buses
2011;Annual;Sweden;Percentage;7.4;Motor coaches, buses and trolley buses
1992;Annual;United Kingdom;Percentage;4.8;Trains
1993;Annual;United Kingdom;Percentage;4.5;Trains
1995;Annual;United Kingdom;Percentage;4.4;Trains
2002;Annual;United Kingdom;Percentage;5.3;Trains
2003;Annual;United Kingdom;Percentage;5.4;Trains
2005;Annual;United Kingdom;Percentage;5.9;Trains
2013;Annual;United Kingdom;Percentage;8.3;Trains
2005;Annual;United Kingdom;Percentage;88.3;Passenger cars
2012;Annual;United Kingdom;Percentage;86.1;Passenger cars
2013;Annual;United Kingdom;Percentage;86.1;Passenger cars
1991;Annual;United Kingdom;Percentage;6.8;Motor coaches, buses and trolley buses
1996;Annual;United Kingdom;Percentage;6.4;Motor coaches, buses and trolley buses
1999;Annual;United Kingdom;Percentage;6.5;Motor coaches, buses and trolley buses
2000;Annual;United Kingdom;Percentage;6.6;Motor coaches, buses and trolley buses
2006;Annual;United Kingdom;Percentage;5.5;Motor coaches, buses and trolley buses
1996;Annual;Iceland;Percentage;88.6;Passenger cars
2001;Annual;Iceland;Percentage;88.6;Passenger cars
2015;Annual;Iceland;Percentage;88.6;Passenger cars
2000;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
2001;Annual;Norway;Percentage;88.5;Passenger cars
2004;Annual;Norway;Percentage;88.8;Passenger cars
2009;Annual;Norway;Percentage;88.6;Passenger cars
2000;Annual;Norway;Percentage;7.1;Motor coaches, buses and trolley buses
1999;Annual;Switzerland;Percentage;81.7;Passenger cars
2002;Annual;Switzerland;Percentage;80.1;Passenger cars
2017;Annual;Switzerland;Percentage;74.5;Passenger cars
2004;Annual;Switzerland;Percentage;5.2;Motor coaches, buses and trolley buses
1999;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;3.0;Trains
2006;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;1.8;Trains
2010;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;2.5;Trains
2007;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;20.1;Motor coaches, buses and trolley buses
1994;Annual;Turkey;Percentage;4.8;Trains
2004;Annual;Turkey;Percentage;2.8;Trains
2004;Annual;Finland;Percentage;84.8;Passenger cars
1996;Annual;Finland;Percentage;13.0;Motor coaches, buses and trolley buses
1998;Annual;Finland;Percentage;12.1;Motor coaches, buses and trolley buses
1997;Annual;Sweden;Percentage;6.7;Trains
2000;Annual;Sweden;Percentage;6.9;Trains
2004;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
2012;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
2013;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
2017;Annual;Iceland;Percentage;11.9;Motor coaches, buses and trolley buses
1998;Annual;Norway;Percentage;4.6;Trains
2011;Annual;Norway;Percentage;4.5;Trains
2012;Annual;Norway;Percentage;4.6;Trains
2013;Annual;Norway;Percentage;4.8;Trains
2016;Annual;Norway;Percentage;5.1;Trains
2007;Annual;Norway;Percentage;88.7;Passenger cars
1995;Annual;Norway;Percentage;7.4;Motor coaches, buses and trolley buses
1996;Annual;Norway;Percentage;7.8;Motor coaches, buses and trolley buses
2003;Annual;Norway;Percentage;7.0;Motor coaches, buses and trolley buses
2010;Annual;Norway;Percentage;6.9;Motor coaches, buses and trolley buses
1997;Annual;Switzerland;Percentage;13.4;Trains
2000;Annual;Switzerland;Percentage;13.7;Trains
2001;Annual;Switzerland;Percentage;14.2;Trains
2005;Annual;Switzerland;Percentage;16.3;Trains
2015;Annual;Switzerland;Percentage;19.8;Trains
2017;Annual;Switzerland;Percentage;19.7;Trains
1992;Annual;Switzerland;Percentage;81.4;Passenger cars
2001;Annual;Switzerland;Percentage;80.6;Passenger cars
2006;Annual;Switzerland;Percentage;77.9;Passenger cars
2009;Annual;Switzerland;Percentage;77.5;Passenger cars
1997;Annual;Switzerland;Percentage;3.4;Motor coaches, buses and trolley buses
2014;Annual;Switzerland;Percentage;5.8;Motor coaches, buses and trolley buses
2012;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;1.5;Trains
2008;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;75.2;Passenger cars
2009;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;75.6;Passenger cars
1998;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;15.4;Motor coaches, buses and trolley buses
2000;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;13.5;Motor coaches, buses and trolley buses
2003;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;19.5;Motor coaches, buses and trolley buses
1993;Annual;Turkey;Percentage;5.3;Trains
2009;Annual;Turkey;Percentage;2.5;Trains
2012;Annual;Turkey;Percentage;1.7;Trains
2014;Annual;Turkey;Percentage;1.6;Trains
1990;Annual;Turkey;Percentage;27.5;Passenger cars
1992;Annual;Turkey;Percentage;28.1;Passenger cars
1995;Annual;Turkey;Percentage;36.5;Passenger cars
1997;Annual;Turkey;Percentage;38.2;Passenger cars
2004;Annual;Turkey;Percentage;51.3;Passenger cars
2017;Annual;Turkey;Percentage;70.3;Passenger cars
1990;Annual;Turkey;Percentage;67.4;Motor coaches, buses and trolley buses
1991;Annual;Turkey;Percentage;67.4;Motor coaches, buses and trolley buses
1999;Annual;Turkey;Percentage;53.7;Motor coaches, buses and trolley buses
2002;Annual;Turkey;Percentage;47.8;Motor coaches, buses and trolley buses
2005;Annual;Turkey;Percentage;45.0;Motor coaches, buses and trolley buses
2011;Annual;Turkey;Percentage;38.4;Motor coaches, buses and trolley buses
1994;Annual;Finland;Percentage;13.2;Motor coaches, buses and trolley buses
2013;Annual;Finland;Percentage;9.8;Motor coaches, buses and trolley buses
2017;Annual;Finland;Percentage;10.4;Motor coaches, buses and trolley buses
2006;Annual;Sweden;Percentage;7.0;Motor coaches, buses and trolley buses
2017;Annual;Sweden;Percentage;7.2;Motor coaches, buses and trolley buses
2010;Annual;United Kingdom;Percentage;86.3;Passenger cars
2016;Annual;United Kingdom;Percentage;86.5;Passenger cars
2017;Annual;United Kingdom;Percentage;86.1;Passenger cars
1992;Annual;United Kingdom;Percentage;6.7;Motor coaches, buses and trolley buses
1993;Annual;United Kingdom;Percentage;6.6;Motor coaches, buses and trolley buses
1998;Annual;United Kingdom;Percentage;6.5;Motor coaches, buses and trolley buses
2015;Annual;United Kingdom;Percentage;5.4;Motor coaches, buses and trolley buses
1998;Annual;Iceland;Percentage;88.6;Passenger cars
2017;Annual;Iceland;Percentage;88.1;Passenger cars
2003;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
2015;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
1995;Annual;Norway;Percentage;88.1;Passenger cars
1996;Annual;Norway;Percentage;87.7;Passenger cars
1999;Annual;Norway;Percentage;87.7;Passenger cars
2006;Annual;Norway;Percentage;88.6;Passenger cars
2016;Annual;Norway;Percentage;89.0;Passenger cars
2006;Annual;Switzerland;Percentage;16.5;Trains
2005;Annual;Switzerland;Percentage;78.4;Passenger cars
1992;Annual;Switzerland;Percentage;4.0;Motor coaches, buses and trolley buses
2007;Annual;Switzerland;Percentage;5.5;Motor coaches, buses and trolley buses
2008;Annual;Switzerland;Percentage;5.2;Motor coaches, buses and trolley buses
2011;Annual;Switzerland;Percentage;5.7;Motor coaches, buses and trolley buses
2012;Annual;Switzerland;Percentage;5.7;Motor coaches, buses and trolley buses
1998;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;3.0;Trains
2002;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;1.9;Trains
2011;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;2.0;Trains
2016;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;0.9;Trains
1999;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;81.3;Passenger cars
2007;Annual;Finland;Percentage;84.9;Passenger cars
2015;Annual;Finland;Percentage;85.0;Passenger cars
2016;Annual;Sweden;Percentage;9.3;Trains
1996;Annual;Sweden;Percentage;84.0;Passenger cars
2003;Annual;Sweden;Percentage;85.5;Passenger cars
2017;Annual;Sweden;Percentage;83.3;Passenger cars
2001;Annual;Sweden;Percentage;7.6;Motor coaches, buses and trolley buses
2004;Annual;Sweden;Percentage;7.1;Motor coaches, buses and trolley buses
1997;Annual;United Kingdom;Percentage;4.9;Trains
2001;Annual;United Kingdom;Percentage;5.3;Trains
1992;Annual;United Kingdom;Percentage;88.5;Passenger cars
1995;Annual;United Kingdom;Percentage;89.2;Passenger cars
1995;Annual;Norway;Percentage;4.5;Trains
2005;Annual;Norway;Percentage;4.5;Trains
2008;Annual;Norway;Percentage;4.8;Trains
1997;Annual;Norway;Percentage;7.8;Motor coaches, buses and trolley buses
2006;Annual;Norway;Percentage;6.9;Motor coaches, buses and trolley buses
2009;Annual;Norway;Percentage;6.7;Motor coaches, buses and trolley buses
2014;Annual;Norway;Percentage;5.4;Motor coaches, buses and trolley buses
2017;Annual;Norway;Percentage;5.7;Motor coaches, buses and trolley buses
1990;Annual;Switzerland;Percentage;14.2;Trains
1998;Annual;Switzerland;Percentage;13.1;Trains
2012;Annual;Switzerland;Percentage;19.2;Trains
1996;Annual;Switzerland;Percentage;83.2;Passenger cars
2014;Annual;Switzerland;Percentage;74.6;Passenger cars
2015;Annual;Switzerland;Percentage;74.4;Passenger cars
1990;Annual;Switzerland;Percentage;3.7;Motor coaches, buses and trolley buses
1993;Annual;Switzerland;Percentage;3.9;Motor coaches, buses and trolley buses
1998;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;81.6;Passenger cars
2001;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;83.0;Passenger cars
1995;Annual;Turkey;Percentage;4.0;Trains
2006;Annual;Finland;Percentage;84.9;Passenger cars
2003;Annual;Finland;Percentage;10.9;Motor coaches, buses and trolley buses
1991;Annual;Sweden;Percentage;5.9;Trains
1996;Annual;Sweden;Percentage;6.7;Trains
1998;Annual;Sweden;Percentage;6.8;Trains
2010;Annual;Sweden;Percentage;8.7;Trains
1995;Annual;Sweden;Percentage;84.1;Passenger cars
2002;Annual;Sweden;Percentage;85.3;Passenger cars
2009;Annual;Sweden;Percentage;84.5;Passenger cars
1994;Annual;Sweden;Percentage;9.3;Motor coaches, buses and trolley buses
2003;Annual;Sweden;Percentage;7.3;Motor coaches, buses and trolley buses
2010;Annual;United Kingdom;Percentage;7.5;Trains
1990;Annual;United Kingdom;Percentage;88.0;Passenger cars
2006;Annual;Iceland;Percentage;88.6;Passenger cars
2008;Annual;Iceland;Percentage;88.6;Passenger cars
2014;Annual;Iceland;Percentage;88.6;Passenger cars
2012;Annual;Norway;Percentage;89.8;Passenger cars
2017;Annual;Norway;Percentage;89.5;Passenger cars
1999;Annual;Norway;Percentage;7.3;Motor coaches, buses and trolley buses
2007;Annual;Norway;Percentage;6.7;Motor coaches, buses and trolley buses
2015;Annual;Norway;Percentage;5.7;Motor coaches, buses and trolley buses
1995;Annual;Switzerland;Percentage;13.2;Trains
2008;Annual;Switzerland;Percentage;17.1;Trains
1991;Annual;Switzerland;Percentage;3.9;Motor coaches, buses and trolley buses
1996;Annual;Switzerland;Percentage;3.5;Motor coaches, buses and trolley buses
2007;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;2.1;Trains
2017;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;0.6;Trains
2012;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;21.2;Motor coaches, buses and trolley buses
1997;Annual;Turkey;Percentage;3.6;Trains
1999;Annual;Turkey;Percentage;3.6;Trains
2000;Annual;Turkey;Percentage;3.4;Trains
2013;Annual;Turkey;Percentage;1.4;Trains
2015;Annual;Turkey;Percentage;1.6;Trains
2016;Annual;Turkey;Percentage;1.4;Trains
1999;Annual;Turkey;Percentage;42.7;Passenger cars
1992;Annual;Turkey;Percentage;67.2;Motor coaches, buses and trolley buses
1994;Annual;Turkey;Percentage;60.3;Motor coaches, buses and trolley buses
2008;Annual;Turkey;Percentage;41.3;Motor coaches, buses and trolley buses
2010;Annual;Estonia;Percentage;2.0;Trains
1998;Annual;Ireland;Percentage;3.3;Trains
2005;Annual;Ireland;Percentage;3.3;Trains
2013;Annual;Ireland;Percentage;2.7;Trains
2016;Annual;Ireland;Percentage;3.0;Trains
1990;Annual;Ireland;Percentage;84.9;Passenger cars
1996;Annual;Ireland;Percentage;13.5;Motor coaches, buses and trolley buses
2009;Annual;Ireland;Percentage;15.0;Motor coaches, buses and trolley buses
1994;Annual;Greece;Percentage;2.2;Trains
2004;Annual;Greece;Percentage;1.6;Trains
1992;Annual;Greece;Percentage;64.3;Passenger cars
1993;Annual;Greece;Percentage;65.4;Passenger cars
1998;Annual;Greece;Percentage;70.0;Passenger cars
2000;Annual;Greece;Percentage;72.8;Passenger cars
1998;Annual;Greece;Percentage;28.0;Motor coaches, buses and trolley buses
2001;Annual;Greece;Percentage;23.8;Motor coaches, buses and trolley buses
2007;Annual;Greece;Percentage;18.5;Motor coaches, buses and trolley buses
2011;Annual;Greece;Percentage;17.6;Motor coaches, buses and trolley buses
2012;Annual;Spain;Percentage;80.7;Passenger cars
2015;Annual;Spain;Percentage;11.9;Motor coaches, buses and trolley buses
1990;Annual;France;Percentage;9.3;Trains
2006;Annual;France;Percentage;9.4;Trains
2013;Annual;France;Percentage;81.4;Passenger cars
1995;Annual;France;Percentage;5.6;Motor coaches, buses and trolley buses
2010;Annual;France;Percentage;5.3;Motor coaches, buses and trolley buses
2008;Annual;Croatia;Percentage;5.4;Trains
1997;Annual;Croatia;Percentage;74.6;Passenger cars
2001;Annual;Croatia;Percentage;81.7;Passenger cars
2006;Annual;Croatia;Percentage;11.8;Motor coaches, buses and trolley buses
2008;Annual;Croatia;Percentage;12.5;Motor coaches, buses and trolley buses
2014;Annual;Croatia;Percentage;11.9;Motor coaches, buses and trolley buses
2015;Annual;Italy;Percentage;6.3;Trains
1996;Annual;Italy;Percentage;82.5;Passenger cars
2008;Annual;Italy;Percentage;81.7;Passenger cars
2013;Annual;Italy;Percentage;79.7;Passenger cars
1993;Annual;Italy;Percentage;11.2;Motor coaches, buses and trolley buses
1995;Annual;Italy;Percentage;11.7;Motor coaches, buses and trolley buses
2004;Annual;Italy;Percentage;11.1;Motor coaches, buses and trolley buses
2009;Annual;Italy;Percentage;11.7;Motor coaches, buses and trolley buses
1995;Annual;Cyprus;Percentage;77.3;Passenger cars
2008;Annual;Cyprus;Percentage;18.8;Motor coaches, buses and trolley buses
2014;Annual;Cyprus;Percentage;18.2;Motor coaches, buses and trolley buses
1995;Annual;Latvia;Percentage;11.3;Trains
2004;Annual;Latvia;Percentage;5.2;Trains
2008;Annual;Latvia;Percentage;5.2;Trains
2000;Annual;Latvia;Percentage;76.9;Passenger cars
2010;Annual;Latvia;Percentage;78.2;Passenger cars
2014;Annual;Latvia;Percentage;17.0;Motor coaches, buses and trolley buses
2014;Annual;Lithuania;Percentage;1.0;Trains
2015;Annual;Lithuania;Percentage;89.2;Passenger cars
2013;Annual;Lithuania;Percentage;7.8;Motor coaches, buses and trolley buses
1991;Annual;Luxembourg;Percentage;4.5;Trains
1996;Annual;Luxembourg;Percentage;5.0;Trains
2006;Annual;Luxembourg;Percentage;3.9;Trains
1992;Annual;Luxembourg;Percentage;10.1;Motor coaches, buses and trolley buses
1995;Annual;Luxembourg;Percentage;9.8;Motor coaches, buses and trolley buses
2011;Annual;Luxembourg;Percentage;12.5;Motor coaches, buses and trolley buses
2015;Annual;Luxembourg;Percentage;12.4;Motor coaches, buses and trolley buses
2015;Annual;Hungary;Percentage;9.5;Trains
1997;Annual;Hungary;Percentage;64.6;Passenger cars
2001;Annual;Hungary;Percentage;61.7;Passenger cars
2002;Annual;Hungary;Percentage;61.1;Passenger cars
2008;Annual;Hungary;Percentage;67.5;Passenger cars
2011;Annual;Hungary;Percentage;68.3;Passenger cars
1999;Annual;Hungary;Percentage;24.2;Motor coaches, buses and trolley buses
2000;Annual;Hungary;Percentage;25.1;Motor coaches, buses and trolley buses
2006;Annual;Hungary;Percentage;22.5;Motor coaches, buses and trolley buses
2007;Annual;Hungary;Percentage;21.5;Motor coaches, buses and trolley buses
2009;Annual;Hungary;Percentage;20.7;Motor coaches, buses and trolley buses
2007;Annual;Malta;Percentage;80.6;Passenger cars
2013;Annual;Malta;Percentage;83.0;Passenger cars
2014;Annual;Malta;Percentage;83.1;Passenger cars
1998;Annual;Malta;Percentage;20.4;Motor coaches, buses and trolley buses
2015;Annual;Malta;Percentage;17.7;Motor coaches, buses and trolley buses
2000;Annual;Netherlands;Percentage;9.4;Trains
2002;Annual;Netherlands;Percentage;9.3;Trains
2003;Annual;Netherlands;Percentage;8.7;Trains
2010;Annual;Netherlands;Percentage;9.4;Trains
2017;Annual;Netherlands;Percentage;11.4;Trains
2002;Annual;Netherlands;Percentage;86.4;Passenger cars
2004;Annual;Netherlands;Percentage;87.7;Passenger cars
2009;Annual;Netherlands;Percentage;87.3;Passenger cars
2002;Annual;Netherlands;Percentage;4.3;Motor coaches, buses and trolley buses
2006;Annual;Netherlands;Percentage;3.5;Motor coaches, buses and trolley buses
2010;Annual;Netherlands;Percentage;2.9;Motor coaches, buses and trolley buses
2011;Annual;Netherlands;Percentage;3.0;Motor coaches, buses and trolley buses
2012;Annual;Netherlands;Percentage;2.7;Motor coaches, buses and trolley buses
1991;Annual;Austria;Percentage;12.4;Trains
1997;Annual;Austria;Percentage;10.1;Trains
1999;Annual;Estonia;Percentage;2.8;Trains
2013;Annual;Estonia;Percentage;1.6;Trains
2002;Annual;Estonia;Percentage;71.7;Passenger cars
2005;Annual;Estonia;Percentage;75.7;Passenger cars
2011;Annual;Estonia;Percentage;81.8;Passenger cars
2014;Annual;Estonia;Percentage;81.6;Passenger cars
2017;Annual;Estonia;Percentage;80.5;Passenger cars
2006;Annual;Estonia;Percentage;19.9;Motor coaches, buses and trolley buses
2007;Annual;Estonia;Percentage;20.7;Motor coaches, buses and trolley buses
2008;Annual;Estonia;Percentage;18.5;Motor coaches, buses and trolley buses
2011;Annual;Estonia;Percentage;16.3;Motor coaches, buses and trolley buses
2017;Annual;Estonia;Percentage;17.3;Motor coaches, buses and trolley buses
1991;Annual;Ireland;Percentage;3.7;Trains
1995;Annual;Ireland;Percentage;3.4;Trains
2006;Annual;Ireland;Percentage;3.3;Trains
2011;Annual;Ireland;Percentage;3.8;Trains
1993;Annual;Ireland;Percentage;83.8;Passenger cars
1995;Annual;Ireland;Percentage;83.0;Passenger cars
1994;Annual;Ireland;Percentage;13.6;Motor coaches, buses and trolley buses
2000;Annual;Ireland;Percentage;16.2;Motor coaches, buses and trolley buses
1995;Annual;Greece;Percentage;2.4;Trains
2000;Annual;Greece;Percentage;2.2;Trains
2010;Annual;Greece;Percentage;1.1;Trains
2014;Annual;Greece;Percentage;0.9;Trains
2017;Annual;Greece;Percentage;0.9;Trains
2009;Annual;Greece;Percentage;81.9;Passenger cars
2006;Annual;Spain;Percentage;5.2;Trains
1998;Annual;Spain;Percentage;80.5;Passenger cars
2015;Annual;Spain;Percentage;81.4;Passenger cars
1994;Annual;Spain;Percentage;13.0;Motor coaches, buses and trolley buses
2000;Annual;Spain;Percentage;13.5;Motor coaches, buses and trolley buses
2007;Annual;Spain;Percentage;14.0;Motor coaches, buses and trolley buses
2016;Annual;Spain;Percentage;11.8;Motor coaches, buses and trolley buses
2001;Annual;France;Percentage;8.5;Trains
2003;Annual;France;Percentage;86.6;Passenger cars
2003;Annual;France;Percentage;5.0;Motor coaches, buses and trolley buses
2008;Annual;France;Percentage;5.7;Motor coaches, buses and trolley buses
1995;Annual;Croatia;Percentage;6.4;Trains
2010;Annual;Croatia;Percentage;5.6;Trains
1998;Annual;Croatia;Percentage;77.6;Passenger cars
2004;Annual;Croatia;Percentage;12.1;Motor coaches, buses and trolley buses
2007;Annual;Italy;Percentage;6.0;Trains
2004;Annual;Austria;Percentage;9.5;Trains
2013;Annual;Austria;Percentage;12.2;Trains
2016;Annual;Austria;Percentage;12.1;Trains
1994;Annual;Austria;Percentage;77.8;Passenger cars
1995;Annual;Austria;Percentage;77.2;Passenger cars
1996;Annual;Austria;Percentage;77.4;Passenger cars
2017;Annual;Austria;Percentage;77.7;Passenger cars
2002;Annual;Austria;Percentage;10.9;Motor coaches, buses and trolley buses
1992;Annual;Poland;Percentage;20.3;Trains
1993;Annual;Poland;Percentage;18.9;Trains
2004;Annual;Poland;Percentage;7.3;Trains
2007;Annual;Poland;Percentage;8.5;Trains
2010;Annual;Poland;Percentage;7.1;Trains
2017;Annual;Poland;Percentage;7.7;Trains
2004;Annual;Poland;Percentage;72.3;Passenger cars
2006;Annual;Poland;Percentage;76.6;Passenger cars
2016;Annual;Poland;Percentage;78.5;Passenger cars
