Date;Frequency;Geo;Measure;Tra Mode;Value
2006;Annual;Italy;Percentage;Railways, inland waterways - sum of available data;11.3
2007;Annual;Italy;Percentage;Railways, inland waterways - sum of available data;12.0
2013;Annual;Italy;Percentage;Railways, inland waterways - sum of available data;11.9
2008;Annual;Hungary;Percentage;Roads;69.1
2007;Annual;Netherlands;Percentage;Railways, inland waterways - sum of available data;51.8
2016;Annual;Netherlands;Percentage;Railways, inland waterways - sum of available data;50.3
2005;Annual;Netherlands;Percentage;Roads;50.8
2010;Annual;Netherlands;Percentage;Roads;48.4
2018;Annual;Netherlands;Percentage;Roads;50.4
2005;Annual;Hungary;Percentage;Inland waterways;6.3
2010;Annual;Hungary;Percentage;Inland waterways;7.4
2013;Annual;Hungary;Percentage;Inland waterways;6.1
2018;Annual;Hungary;Percentage;Inland waterways;4.1
2015;Annual;Portugal;Percentage;Railways;14.1
2008;Annual;Italy;Percentage;Inland waterways;0.0
2010;Annual;Italy;Percentage;Inland waterways;0.1
2015;Annual;Italy;Percentage;Inland waterways;0.0
2017;Annual;Italy;Percentage;Inland waterways;0.0
2013;Annual;Latvia;Percentage;Railways;81.2
2014;Annual;Latvia;Percentage;Railways;81.2
2017;Annual;Latvia;Percentage;Railways;74.0
2012;Annual;Lithuania;Percentage;Railways;70.3
2014;Annual;Lithuania;Percentage;Railways;68.1
2009;Annual;Luxembourg;Percentage;Railways, inland waterways - sum of available data;19.6
2014;Annual;Luxembourg;Percentage;Railways, inland waterways - sum of available data;14.5
2017;Annual;Luxembourg;Percentage;Railways, inland waterways - sum of available data;13.0
2018;Annual;Luxembourg;Percentage;Railways, inland waterways - sum of available data;15.7
2005;Annual;Romania;Percentage;Roads;50.8
2006;Annual;Romania;Percentage;Roads;51.6
2007;Annual;Romania;Percentage;Roads;51.1
2007;Annual;Romania;Percentage;Inland waterways;25.2
2013;Annual;Romania;Percentage;Railways, inland waterways - sum of available data;59.7
2016;Annual;Romania;Percentage;Railways, inland waterways - sum of available data;59.7
2005;Annual;Switzerland;Percentage;Railways;33.6
2008;Annual;Switzerland;Percentage;Railways;35.5
2011;Annual;Switzerland;Percentage;Railways;35.2
2014;Annual;Switzerland;Percentage;Railways;36.2
2015;Annual;Switzerland;Percentage;Railways;37.3
2006;Annual;Slovakia;Percentage;Railways;46.9
2008;Annual;Slovakia;Percentage;Railways;40.3
2012;Annual;Slovakia;Percentage;Railways;36.5
2018;Annual;Sweden;Percentage;Railways, inland waterways - sum of available data;31.1
2008;Annual;Austria;Percentage;Roads;62.8
2011;Annual;Austria;Percentage;Roads;63.5
2014;Annual;Austria;Percentage;Roads;63.4
2016;Annual;Austria;Percentage;Roads;64.9
2005;Annual;Austria;Percentage;Inland waterways;3.3
2012;Annual;Austria;Percentage;Inland waterways;3.7
2006;Annual;Poland;Percentage;Inland waterways;0.2
2013;Annual;Poland;Percentage;Inland waterways;0.0
2010;Annual;Luxembourg;Percentage;Inland waterways;12.9
2016;Annual;Luxembourg;Percentage;Inland waterways;6.2
2007;Annual;Hungary;Percentage;Railways;26.2
2008;Annual;Hungary;Percentage;Railways;25.1
2014;Annual;Hungary;Percentage;Railways;31.1
2006;Annual;Ireland;Percentage;Roads;98.7
2007;Annual;Ireland;Percentage;Roads;99.2
2010;Annual;Ireland;Percentage;Roads;99.1
2005;Annual;Spain;Percentage;Railways;5.2
2009;Annual;Spain;Percentage;Railways;4.0
2018;Annual;Spain;Percentage;Railways;5.0
2006;Annual;United Kingdom;Percentage;Railways, inland waterways - sum of available data;11.4
2012;Annual;United Kingdom;Percentage;Railways, inland waterways - sum of available data;12.2
2015;Annual;United Kingdom;Percentage;Railways, inland waterways - sum of available data;11.0
2017;Annual;United Kingdom;Percentage;Railways, inland waterways - sum of available data;9.6
2012;Annual;Norway;Percentage;Railways;14.8
2014;Annual;Norway;Percentage;Railways;13.7
2006;Annual;Portugal;Percentage;Railways, inland waterways - sum of available data;9.0
2005;Annual;Slovenia;Percentage;Railways;31.1
2008;Annual;Slovenia;Percentage;Railways;29.7
2015;Annual;Slovenia;Percentage;Railways;35.0
2017;Annual;Slovenia;Percentage;Railways;35.5
2011;Annual;Portugal;Percentage;Roads;89.1
2012;Annual;Portugal;Percentage;Roads;87.2
2007;Annual;Romania;Percentage;Railways;23.7
2008;Annual;Romania;Percentage;Railways;24.5
2009;Annual;Romania;Percentage;Railways;23.1
2010;Annual;Romania;Percentage;Railways;29.2
2014;Annual;Romania;Percentage;Railways;30.2
2017;Annual;Romania;Percentage;Railways;30.2
2007;Annual;Norway;Percentage;Railways, inland waterways - sum of available data;16.4
2015;Annual;Norway;Percentage;Railways, inland waterways - sum of available data;12.9
2018;Annual;Norway;Percentage;Railways, inland waterways - sum of available data;15.5
2007;Annual;Switzerland;Percentage;Railways, inland waterways - sum of available data;35.2
2008;Annual;Switzerland;Percentage;Railways, inland waterways - sum of available data;35.6
2018;Annual;Switzerland;Percentage;Railways, inland waterways - sum of available data;34.8
2010;Annual;Cyprus;Percentage;Roads;100.0
2007;Annual;Lithuania;Percentage;Roads;29.1
2016;Annual;Lithuania;Percentage;Roads;35.0
2016;Annual;Netherlands;Percentage;Inland waterways;44.3
2012;Annual;Austria;Percentage;Railways;32.7
2015;Annual;Austria;Percentage;Railways;32.5
2017;Annual;Austria;Percentage;Railways;31.8
2018;Annual;Austria;Percentage;Railways;31.5
2005;Annual;Lithuania;Percentage;Inland waterways;0.0
2008;Annual;Lithuania;Percentage;Inland waterways;0.1
2010;Annual;Lithuania;Percentage;Inland waterways;0.0
2016;Annual;Lithuania;Percentage;Inland waterways;0.0
2005;Annual;Luxembourg;Percentage;Railways;15.0
2008;Annual;Luxembourg;Percentage;Railways;9.9
2016;Annual;Luxembourg;Percentage;Railways;6.5
2005;Annual;Slovenia;Percentage;Railways, inland waterways - sum of available data;31.1
2015;Annual;Finland;Percentage;Railways;27.0
2016;Annual;Finland;Percentage;Railways;26.8
2005;Annual;Hungary;Percentage;Railways, inland waterways - sum of available data;33.6
2007;Annual;Hungary;Percentage;Railways, inland waterways - sum of available data;31.9
2010;Annual;Hungary;Percentage;Railways, inland waterways - sum of available data;34.5
2011;Annual;Hungary;Percentage;Railways, inland waterways - sum of available data;34.2
2016;Annual;Hungary;Percentage;Railways, inland waterways - sum of available data;33.9
2008;Annual;Poland;Percentage;Railways;33.8
2013;Annual;Poland;Percentage;Railways;26.4
2014;Annual;Poland;Percentage;Railways;26.5
2008;Annual;Slovenia;Percentage;Roads;70.3
2011;Annual;Slovenia;Percentage;Roads;66.0
2012;Annual;Slovenia;Percentage;Roads;67.2
2015;Annual;Slovenia;Percentage;Roads;65.0
2006;Annual;Finland;Percentage;Roads;70.4
2007;Annual;Finland;Percentage;Roads;72.0
2008;Annual;Finland;Percentage;Roads;72.6
2010;Annual;Finland;Percentage;Roads;72.9
2016;Annual;Finland;Percentage;Roads;72.9
2018;Annual;Finland;Percentage;Roads;70.7
2005;Annual;Finland;Percentage;Inland waterways;0.2
2014;Annual;Sweden;Percentage;Roads;69.6
2010;Annual;European Union - 28 countries (2013-2020);Percentage;Railways;17.4
2012;Annual;European Union - 28 countries (2013-2020);Percentage;Railways;18.5
2005;Annual;Belgium;Percentage;Railways;12.8
2011;Annual;Belgium;Percentage;Railways;12.2
2012;Annual;Belgium;Percentage;Railways;11.4
2014;Annual;Belgium;Percentage;Railways;11.1
2017;Annual;France;Percentage;Railways, inland waterways - sum of available data;12.8
2008;Annual;Croatia;Percentage;Railways, inland waterways - sum of available data;28.3
2012;Annual;Croatia;Percentage;Railways, inland waterways - sum of available data;29.5
2014;Annual;Croatia;Percentage;Railways, inland waterways - sum of available data;27.3
2015;Annual;Croatia;Percentage;Railways, inland waterways - sum of available data;27.1
2016;Annual;Croatia;Percentage;Railways, inland waterways - sum of available data;26.6
2012;Annual;Latvia;Percentage;Railways, inland waterways - sum of available data;84.1
2005;Annual;Slovakia;Percentage;Railways, inland waterways - sum of available data;49.5
2012;Annual;Slovakia;Percentage;Railways, inland waterways - sum of available data;41.3
2013;Annual;United Kingdom;Percentage;Railways;13.4
2015;Annual;United Kingdom;Percentage;Railways;10.9
2018;Annual;Norway;Percentage;Roads;84.5
2008;Annual;Switzerland;Percentage;Roads;64.4
2010;Annual;Switzerland;Percentage;Roads;66.0
2015;Annual;Switzerland;Percentage;Roads;62.5
2017;Annual;Switzerland;Percentage;Roads;65.1
2009;Annual;Switzerland;Percentage;Inland waterways;0.1
2011;Annual;Switzerland;Percentage;Inland waterways;0.1
2015;Annual;European Union - 27 countries (from 2020);Percentage;Railways, inland waterways - sum of available data;25.8
2013;Annual;European Union - 27 countries (from 2020);Percentage;Railways;18.7
2018;Annual;European Union - 27 countries (from 2020);Percentage;Railways;18.7
2005;Annual;European Union - 27 countries (from 2020);Percentage;Roads;74.4
2005;Annual;European Union - 27 countries (from 2020);Percentage;Inland waterways;7.1
2007;Annual;European Union - 27 countries (from 2020);Percentage;Inland waterways;7.0
2014;Annual;European Union - 27 countries (from 2020);Percentage;Inland waterways;7.3
2016;Annual;European Union - 27 countries (from 2020);Percentage;Inland waterways;6.7
2018;Annual;Czechia;Percentage;Railways, inland waterways - sum of available data;27.6
2006;Annual;France;Percentage;Railways;11.6
2018;Annual;France;Percentage;Railways;9.9
2011;Annual;Croatia;Percentage;Roads;71.2
2018;Annual;Croatia;Percentage;Roads;73.6
2006;Annual;Croatia;Percentage;Inland waterways;5.0
2017;Annual;Croatia;Percentage;Inland waterways;6.3
2014;Annual;Latvia;Percentage;Roads;18.8
2011;Annual;Malta;Percentage;Roads;100.0
2013;Annual;Malta;Percentage;Roads;100.0
2008;Annual;Austria;Percentage;Railways, inland waterways - sum of available data;37.2
2007;Annual;European Union - 28 countries (2013-2020);Percentage;Roads;75.4
2011;Annual;European Union - 28 countries (2013-2020);Percentage;Inland waterways;6.3
2013;Annual;European Union - 28 countries (2013-2020);Percentage;Inland waterways;6.9
2018;Annual;European Union - 28 countries (2013-2020);Percentage;Inland waterways;5.5
2016;Annual;Bulgaria;Percentage;Railways, inland waterways - sum of available data;44.4
2015;Annual;Czechia;Percentage;Roads;73.6
2007;Annual;Denmark;Percentage;Railways, inland waterways - sum of available data;8.9
2005;Annual;France;Percentage;Roads;85.6
2010;Annual;Belgium;Percentage;Roads;73.4
2006;Annual;Belgium;Percentage;Inland waterways;13.6
2007;Annual;Belgium;Percentage;Inland waterways;13.4
2016;Annual;Czechia;Percentage;Inland waterways;0.1
