Country;Date;Frequency;Measurement;Value;Vehicle Category
Norway;2017;Annual;absolute value;171998.0;Mopeds
Norway;1993;Annual;per 1000 inhabitants;29.0;Mopeds
Norway;1996;Annual;per 1000 inhabitants;26.0;Mopeds
Norway;2001;Annual;per 1000 inhabitants;27.0;Mopeds
Norway;2002;Annual;per 1000 inhabitants;29.0;Mopeds
Norway;2005;Annual;per 1000 inhabitants;32.0;Mopeds
Norway;2006;Annual;per 1000 inhabitants;33.0;Mopeds
Norway;2007;Annual;per 1000 inhabitants;33.0;Mopeds
Norway;2018;Annual;per 1000 inhabitants;31.0;Mopeds
Norway;1996;Annual;absolute value;51000.0;Motorcycles
Norway;1997;Annual;absolute value;61000.0;Motorcycles
Norway;1998;Annual;absolute value;70000.0;Motorcycles
Norway;2002;Annual;absolute value;94645.0;Motorcycles
Norway;2003;Annual;absolute value;98800.0;Motorcycles
Norway;2006;Annual;absolute value;117000.0;Motorcycles
Norway;2008;Annual;absolute value;135000.0;Motorcycles
Norway;2011;Annual;absolute value;152000.0;Motorcycles
Norway;2014;Annual;absolute value;168000.0;Motorcycles
Norway;1993;Annual;per 1000 inhabitants;8.0;Motorcycles
Norway;2005;Annual;per 1000 inhabitants;24.0;Motorcycles
Norway;2009;Annual;per 1000 inhabitants;29.0;Motorcycles
Norway;2014;Annual;per 1000 inhabitants;33.0;Motorcycles
Norway;2015;Annual;per 1000 inhabitants;34.0;Motorcycles
Norway;2016;Annual;per 1000 inhabitants;35.0;Motorcycles
Norway;1994;Annual;absolute value;1654000.0;Passenger cars
Norway;1995;Annual;absolute value;1685000.0;Passenger cars
Norway;1997;Annual;absolute value;1758000.0;Passenger cars
Norway;2003;Annual;absolute value;1933660.0;Passenger cars
Norway;2004;Annual;absolute value;1978000.0;Passenger cars
Norway;2005;Annual;absolute value;2029000.0;Passenger cars
Norway;1996;Annual;per 1000 inhabitants;379.0;Passenger cars
Norway;2002;Annual;per 1000 inhabitants;419.0;Passenger cars
Norway;2013;Annual;per 1000 inhabitants;492.0;Passenger cars
Norway;2014;Annual;per 1000 inhabitants;497.0;Passenger cars
Norway;1994;Annual;absolute value;30547.0;Motor coaches, buses and trolley bus
Norway;1996;Annual;absolute value;33959.0;Motor coaches, buses and trolley bus
Norway;1999;Annual;absolute value;37039.0;Motor coaches, buses and trolley bus
Norway;2008;Annual;absolute value;23324.0;Motor coaches, buses and trolley bus
Norway;2015;Annual;absolute value;16668.0;Motor coaches, buses and trolley bus
Norway;1997;Annual;per 1000 inhabitants;8.0;Motor coaches, buses and trolley bus
Norway;2001;Annual;per 1000 inhabitants;8.0;Motor coaches, buses and trolley bus
Poland;1996;Annual;absolute value;773416.0;Mopeds
Poland;2004;Annual;absolute value;310000.0;Mopeds
Poland;2010;Annual;absolute value;922000.0;Mopeds
Poland;2001;Annual;per 1000 inhabitants;10.0;Mopeds
Poland;2010;Annual;per 1000 inhabitants;24.0;Mopeds
Poland;2011;Annual;per 1000 inhabitants;27.0;Mopeds
Poland;2014;Annual;per 1000 inhabitants;32.0;Mopeds
Poland;2016;Annual;per 1000 inhabitants;34.0;Mopeds
Poland;1998;Annual;absolute value;819902.0;Motorcycles
Poland;2001;Annual;absolute value;845500.0;Motorcycles
Poland;2004;Annual;absolute value;836000.0;Motorcycles
Poland;2006;Annual;absolute value;784000.0;Motorcycles
Poland;2007;Annual;absolute value;825000.0;Motorcycles
Poland;2013;Annual;absolute value;1153169.0;Motorcycles
Poland;1999;Annual;per 1000 inhabitants;21.0;Motorcycles
Poland;2001;Annual;per 1000 inhabitants;22.0;Motorcycles
Poland;2009;Annual;per 1000 inhabitants;25.0;Motorcycles
Poland;2011;Annual;per 1000 inhabitants;28.0;Motorcycles
Poland;1997;Annual;absolute value;8533449.0;Passenger cars
Poland;1998;Annual;absolute value;8890763.0;Passenger cars
Poland;1999;Annual;absolute value;9283000.0;Passenger cars
Poland;2002;Annual;absolute value;11028900.0;Passenger cars
Poland;2006;Annual;absolute value;13384000.0;Passenger cars
Poland;2007;Annual;absolute value;14589000.0;Passenger cars
Poland;2011;Annual;absolute value;18125000.0;Passenger cars
Poland;2006;Annual;per 1000 inhabitants;351.0;Passenger cars
Poland;2011;Annual;per 1000 inhabitants;470.0;Passenger cars
Poland;2014;Annual;per 1000 inhabitants;520.0;Passenger cars
Poland;2003;Annual;absolute value;82769.0;Motor coaches, buses and trolley bus
Poland;2004;Annual;absolute value;82845.0;Motor coaches, buses and trolley bus
Poland;2006;Annual;absolute value;83668.0;Motor coaches, buses and trolley bus
Poland;2010;Annual;absolute value;97371.0;Motor coaches, buses and trolley bus
Poland;2015;Annual;absolute value;110186.0;Motor coaches, buses and trolley bus
Poland;2012;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Poland;2016;Annual;absolute value;3332.0;Trams
Poland;2017;Annual;absolute value;3204.0;Trams
Poland;1995;Annual;per 1000 inhabitants;0.0;Trams
Poland;1998;Annual;per 1000 inhabitants;0.0;Trams
Poland;1999;Annual;per 1000 inhabitants;0.0;Trams
Poland;2004;Annual;per 1000 inhabitants;0.0;Trams
Poland;2013;Annual;per 1000 inhabitants;0.0;Trams
Poland;2016;Annual;per 1000 inhabitants;0.0;Trams
Poland;2017;Annual;per 1000 inhabitants;0.0;Trams
Portugal;2002;Annual;absolute value;455000.0;Mopeds
Portugal;2003;Annual;absolute value;480000.0;Mopeds
Portugal;2003;Annual;per 1000 inhabitants;46.0;Mopeds
Portugal;1994;Annual;absolute value;192000.0;Motorcycles
Portugal;1996;Annual;absolute value;4003000.0;Passenger cars
Portugal;2001;Annual;absolute value;5537000.0;Passenger cars
Portugal;2002;Annual;absolute value;5788000.0;Passenger cars
Portugal;2014;Annual;absolute value;4699645.0;Passenger cars
Portugal;2000;Annual;per 1000 inhabitants;511.0;Passenger cars
Portugal;2010;Annual;per 1000 inhabitants;444.0;Passenger cars
Portugal;2012;Annual;per 1000 inhabitants;405.0;Passenger cars
Portugal;1994;Annual;absolute value;14248.0;Motor coaches, buses and trolley bus
Portugal;1995;Annual;absolute value;15020.0;Motor coaches, buses and trolley bus
Portugal;1997;Annual;absolute value;16431.0;Motor coaches, buses and trolley bus
Portugal;2002;Annual;absolute value;21387.0;Motor coaches, buses and trolley bus
Portugal;2011;Annual;absolute value;15181.0;Motor coaches, buses and trolley bus
Portugal;1999;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Portugal;2002;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Portugal;2017;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Portugal;1996;Annual;absolute value;84.0;Trams
Portugal;1997;Annual;absolute value;84.0;Trams
Portugal;2002;Annual;absolute value;70.0;Trams
Portugal;1995;Annual;per 1000 inhabitants;0.0;Trams
Portugal;1996;Annual;per 1000 inhabitants;0.0;Trams
Portugal;1999;Annual;per 1000 inhabitants;0.0;Trams
Portugal;2000;Annual;per 1000 inhabitants;0.0;Trams
Republic of Moldova;2007;Annual;absolute value;759.0;Mopeds
Republic of Moldova;2017;Annual;absolute value;4914.0;Mopeds
Republic of Moldova;2013;Annual;per 1000 inhabitants;1.0;Mopeds
Republic of Moldova;1995;Annual;absolute value;150000.0;Motorcycles
Republic of Moldova;2013;Annual;absolute value;63220.0;Motorcycles
Republic of Moldova;2014;Annual;absolute value;30875.0;Motorcycles
Republic of Moldova;2001;Annual;per 1000 inhabitants;18.0;Motorcycles
Republic of Moldova;2005;Annual;per 1000 inhabitants;4.0;Motorcycles
Republic of Moldova;2011;Annual;per 1000 inhabitants;8.0;Motorcycles
Republic of Moldova;2000;Annual;absolute value;238400.0;Passenger cars
Republic of Moldova;2015;Annual;absolute value;529810.0;Passenger cars
Republic of Moldova;2004;Annual;per 1000 inhabitants;63.0;Passenger cars
Republic of Moldova;2008;Annual;per 1000 inhabitants;100.0;Passenger cars
Republic of Moldova;2011;Annual;per 1000 inhabitants;118.0;Passenger cars
Republic of Moldova;2013;Annual;per 1000 inhabitants;135.0;Passenger cars
Republic of Moldova;2017;Annual;per 1000 inhabitants;164.0;Passenger cars
Republic of Moldova;1998;Annual;absolute value;13327.0;Motor coaches, buses and trolley bus
Republic of Moldova;2002;Annual;absolute value;16183.0;Motor coaches, buses and trolley bus
Republic of Moldova;2007;Annual;absolute value;21454.0;Motor coaches, buses and trolley bus
Republic of Moldova;2017;Annual;absolute value;21339.0;Motor coaches, buses and trolley bus
Republic of Moldova;2003;Annual;per 1000 inhabitants;4.0;Motor coaches, buses and trolley bus
Republic of Moldova;2005;Annual;per 1000 inhabitants;5.0;Motor coaches, buses and trolley bus
Republic of Moldova;2017;Annual;per 1000 inhabitants;6.0;Motor coaches, buses and trolley bus
Republic of Moldova;1994;Annual;absolute value;0.0;Trams
Republic of Moldova;1997;Annual;absolute value;0.0;Trams
Republic of Moldova;1998;Annual;absolute value;0.0;Trams
Republic of Moldova;2000;Annual;absolute value;0.0;Trams
Republic of Moldova;1994;Annual;per 1000 inhabitants;0.0;Trams
Republic of Moldova;1996;Annual;per 1000 inhabitants;0.0;Trams
Republic of Moldova;2003;Annual;per 1000 inhabitants;0.0;Trams
Romania;1995;Annual;absolute value;205032.0;Mopeds
Romania;2008;Annual;absolute value;6000.0;Mopeds
Romania;2013;Annual;absolute value;7000.0;Mopeds
Romania;2001;Annual;per 1000 inhabitants;8.0;Mopeds
Romania;2006;Annual;per 1000 inhabitants;1.0;Mopeds
Romania;2008;Annual;per 1000 inhabitants;0.0;Mopeds
Romania;2014;Annual;per 1000 inhabitants;0.0;Mopeds
Romania;2017;Annual;per 1000 inhabitants;0.0;Mopeds
Romania;1996;Annual;absolute value;122527.0;Motorcycles
Romania;1995;Annual;per 1000 inhabitants;5.0;Motorcycles
Romania;1997;Annual;per 1000 inhabitants;5.0;Motorcycles
Romania;2000;Annual;per 1000 inhabitants;5.0;Motorcycles
Romania;2003;Annual;per 1000 inhabitants;5.0;Motorcycles
Romania;2005;Annual;per 1000 inhabitants;9.0;Motorcycles
Romania;1999;Annual;absolute value;2980014.0;Passenger cars
Romania;2003;Annual;absolute value;3087600.0;Passenger cars
Romania;2006;Annual;absolute value;3221000.0;Passenger cars
Romania;2008;Annual;absolute value;4027000.0;Passenger cars
Romania;2004;Annual;per 1000 inhabitants;150.0;Passenger cars
Romania;2014;Annual;per 1000 inhabitants;246.0;Passenger cars
Romania;1993;Annual;absolute value;37731.0;Motor coaches, buses and trolley bus
Romania;2000;Annual;absolute value;48142.0;Motor coaches, buses and trolley bus
Romania;2009;Annual;absolute value;41165.0;Motor coaches, buses and trolley bus
Romania;1998;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Romania;2001;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Romania;1993;Annual;absolute value;2257.0;Trams
Romania;2009;Annual;absolute value;891.0;Trams
Romania;2012;Annual;absolute value;1350.0;Trams
Romania;2013;Annual;absolute value;1304.0;Trams
Romania;1996;Annual;per 1000 inhabitants;0.0;Trams
Romania;2017;Annual;per 1000 inhabitants;0.0;Trams
Russian Federation;2012;Annual;absolute value;19199.0;Mopeds
Russian Federation;1996;Annual;absolute value;8565415.0;Motorcycles
Russian Federation;2002;Annual;absolute value;4979000.0;Motorcycles
Russian Federation;2003;Annual;absolute value;4418000.0;Motorcycles
Russian Federation;2004;Annual;absolute value;3920000.0;Motorcycles
Russian Federation;2006;Annual;absolute value;3339000.0;Motorcycles
Russian Federation;2009;Annual;absolute value;2577000.0;Motorcycles
Russian Federation;2010;Annual;absolute value;2498000.0;Motorcycles
Russian Federation;1998;Annual;per 1000 inhabitants;49.0;Motorcycles
Russian Federation;1999;Annual;per 1000 inhabitants;43.0;Motorcycles
Russian Federation;2010;Annual;per 1000 inhabitants;18.0;Motorcycles
Russian Federation;2011;Annual;per 1000 inhabitants;17.0;Motorcycles
Russian Federation;2012;Annual;per 1000 inhabitants;18.0;Motorcycles
Russian Federation;2013;Annual;per 1000 inhabitants;17.0;Motorcycles
Russian Federation;1997;Annual;absolute value;17631686.0;Passenger cars
Russian Federation;2009;Annual;absolute value;33084000.0;Passenger cars
Russian Federation;2011;Annual;absolute value;36415000.0;Passenger cars
Russian Federation;2007;Annual;per 1000 inhabitants;207.0;Passenger cars
Russian Federation;2011;Annual;per 1000 inhabitants;255.0;Passenger cars
Russian Federation;2015;Annual;per 1000 inhabitants;302.0;Passenger cars
Russian Federation;1994;Annual;absolute value;506115.0;Motor coaches, buses and trolley bus
Russian Federation;1999;Annual;absolute value;645396.0;Motor coaches, buses and trolley bus
Russian Federation;2014;Annual;absolute value;883170.0;Motor coaches, buses and trolley bus
Russian Federation;1994;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Russian Federation;1998;Annual;per 1000 inhabitants;4.0;Motor coaches, buses and trolley bus
Russian Federation;2001;Annual;per 1000 inhabitants;5.0;Motor coaches, buses and trolley bus
Russian Federation;2000;Annual;absolute value;431.0;Trams
Russian Federation;2002;Annual;absolute value;11292.0;Trams
Russian Federation;2005;Annual;absolute value;10319.0;Trams
Russian Federation;2013;Annual;absolute value;8346.0;Trams
Russian Federation;1994;Annual;per 1000 inhabitants;0.0;Trams
Russian Federation;1998;Annual;per 1000 inhabitants;0.0;Trams
Russian Federation;2014;Annual;per 1000 inhabitants;0.0;Trams
Russian Federation;2015;Annual;per 1000 inhabitants;0.0;Trams
San Marino;2003;Annual;absolute value;26820.0;Passenger cars
San Marino;2004;Annual;absolute value;72.0;Motor coaches, buses and trolley bus
Serbia;2014;Annual;absolute value;25065.0;Mopeds
Serbia;2012;Annual;per 1000 inhabitants;2.0;Mopeds
Serbia;2013;Annual;absolute value;36403.0;Motorcycles
Serbia;2006;Annual;per 1000 inhabitants;3.0;Motorcycles
Serbia;2008;Annual;per 1000 inhabitants;4.0;Motorcycles
Serbia;2010;Annual;per 1000 inhabitants;5.0;Motorcycles
Serbia;2012;Annual;per 1000 inhabitants;5.0;Motorcycles
Serbia;2005;Annual;absolute value;1481497.0;Passenger cars
Serbia;2007;Annual;absolute value;1477000.0;Passenger cars
Serbia;2010;Annual;absolute value;1565550.0;Passenger cars
Serbia;2009;Annual;per 1000 inhabitants;224.0;Passenger cars
Serbia;2004;Annual;absolute value;9032.0;Motor coaches, buses and trolley bus
Serbia;2006;Annual;absolute value;9455.0;Motor coaches, buses and trolley bus
Serbia;2003;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Serbia;2008;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Serbia;2013;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Serbia;2014;Annual;absolute value;242.0;Trams
Serbia;2007;Annual;per 1000 inhabitants;0.0;Trams
Serbia;2008;Annual;per 1000 inhabitants;0.0;Trams
Serbia;2009;Annual;per 1000 inhabitants;0.0;Trams
Serbia;2010;Annual;per 1000 inhabitants;0.0;Trams
Slovakia;2012;Annual;absolute value;31400.0;Mopeds
Slovakia;2014;Annual;absolute value;31900.0;Mopeds
Slovakia;2015;Annual;per 1000 inhabitants;6.0;Mopeds
Slovakia;1999;Annual;absolute value;44000.0;Motorcycles
Slovakia;2001;Annual;absolute value;46700.0;Motorcycles
Slovakia;2005;Annual;per 1000 inhabitants;10.0;Motorcycles
Slovakia;2006;Annual;per 1000 inhabitants;11.0;Motorcycles
Slovakia;1993;Annual;absolute value;994933.0;Passenger cars
Slovakia;2001;Annual;absolute value;1292800.0;Passenger cars
Slovakia;2006;Annual;absolute value;1333700.0;Passenger cars
Slovakia;2007;Annual;absolute value;1433900.0;Passenger cars
Slovakia;2017;Annual;absolute value;2223117.0;Passenger cars
Slovakia;1996;Annual;per 1000 inhabitants;197.0;Passenger cars
Slovakia;2008;Annual;per 1000 inhabitants;286.0;Passenger cars
Slovakia;2014;Annual;per 1000 inhabitants;360.0;Passenger cars
Slovakia;2002;Annual;absolute value;10834.0;Motor coaches, buses and trolley bus
Slovakia;2003;Annual;absolute value;10852.0;Motor coaches, buses and trolley bus
Slovakia;2016;Annual;absolute value;9091.0;Motor coaches, buses and trolley bus
Slovakia;1996;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Slovakia;1998;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Slovakia;2001;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Slovakia;2002;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Slovakia;2005;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Slovakia;2010;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Slovakia;2012;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Slovakia;1993;Annual;absolute value;405.0;Trams
Slovakia;1997;Annual;absolute value;379.0;Trams
Slovakia;1999;Annual;absolute value;371.0;Trams
Slovakia;2004;Annual;absolute value;355.0;Trams
Slovakia;2010;Annual;absolute value;345.0;Trams
Slovakia;2016;Annual;absolute value;349.0;Trams
Slovakia;1996;Annual;per 1000 inhabitants;0.0;Trams
Slovakia;2005;Annual;per 1000 inhabitants;0.0;Trams
Slovakia;2010;Annual;per 1000 inhabitants;0.0;Trams
Slovenia;2016;Annual;absolute value;42553.0;Mopeds
Slovenia;2018;Annual;absolute value;63790.0;Mopeds
Slovenia;2001;Annual;per 1000 inhabitants;0.0;Mopeds
Slovenia;2004;Annual;per 1000 inhabitants;15.0;Mopeds
Slovenia;2006;Annual;per 1000 inhabitants;17.0;Mopeds
Slovenia;2007;Annual;per 1000 inhabitants;18.0;Mopeds
Slovenia;2008;Annual;per 1000 inhabitants;20.0;Mopeds
Slovenia;2013;Annual;per 1000 inhabitants;20.0;Mopeds
Slovenia;1996;Annual;absolute value;8022.0;Motorcycles
Slovenia;1997;Annual;absolute value;8342.0;Motorcycles
Slovenia;2008;Annual;absolute value;41610.0;Motorcycles
Slovenia;2010;Annual;absolute value;48690.0;Motorcycles
Slovenia;2014;Annual;absolute value;54630.0;Motorcycles
Slovenia;2016;Annual;absolute value;61131.0;Motorcycles
Slovenia;2017;Annual;absolute value;64330.0;Motorcycles
Slovenia;1998;Annual;per 1000 inhabitants;5.0;Motorcycles
Slovenia;2007;Annual;per 1000 inhabitants;17.0;Motorcycles
Slovenia;2008;Annual;per 1000 inhabitants;21.0;Motorcycles
Slovenia;2011;Annual;per 1000 inhabitants;24.0;Motorcycles
Slovenia;2012;Annual;per 1000 inhabitants;25.0;Motorcycles
Slovenia;2014;Annual;per 1000 inhabitants;26.0;Motorcycles
Slovenia;1999;Annual;absolute value;849000.0;Passenger cars
Slovenia;2000;Annual;absolute value;869000.0;Passenger cars
Slovenia;2005;Annual;absolute value;960000.0;Passenger cars
Slovenia;2010;Annual;absolute value;1061650.0;Passenger cars
Slovenia;2015;Annual;absolute value;1078740.0;Passenger cars
Slovenia;2018;Annual;absolute value;1143150.0;Passenger cars
Slovenia;1997;Annual;per 1000 inhabitants;392.0;Passenger cars
Slovenia;2001;Annual;per 1000 inhabitants;444.0;Passenger cars
Slovenia;2003;Annual;per 1000 inhabitants;446.0;Passenger cars
Slovenia;2007;Annual;per 1000 inhabitants;502.0;Passenger cars
Slovenia;2009;Annual;per 1000 inhabitants;519.0;Passenger cars
Slovenia;2011;Annual;per 1000 inhabitants;520.0;Passenger cars
Slovenia;2017;Annual;per 1000 inhabitants;541.0;Passenger cars
Slovenia;1994;Annual;absolute value;2486.0;Motor coaches, buses and trolley bus
Slovenia;2001;Annual;absolute value;2217.0;Motor coaches, buses and trolley bus
Slovenia;2005;Annual;absolute value;2255.0;Motor coaches, buses and trolley bus
Slovenia;2009;Annual;absolute value;2394.0;Motor coaches, buses and trolley bus
Slovenia;2016;Annual;absolute value;2679.0;Motor coaches, buses and trolley bus
Slovenia;2017;Annual;absolute value;2782.0;Motor coaches, buses and trolley bus
Slovenia;2001;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Slovenia;2007;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Slovenia;2010;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Slovenia;2011;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Slovenia;1995;Annual;absolute value;0.0;Trams
Spain;2004;Annual;absolute value;2242046.0;Mopeds
Spain;2009;Annual;absolute value;2352000.0;Mopeds
Spain;2017;Annual;absolute value;1961523.0;Mopeds
Spain;2007;Annual;per 1000 inhabitants;54.0;Mopeds
Spain;2009;Annual;per 1000 inhabitants;51.0;Mopeds
Spain;2006;Annual;per 1000 inhabitants;46.0;Motorcycles
Spain;2017;Annual;per 1000 inhabitants;71.0;Motorcycles
Spain;2002;Annual;absolute value;18733000.0;Passenger cars
Spain;2005;Annual;absolute value;20250000.0;Passenger cars
Spain;2014;Annual;absolute value;22029512.0;Passenger cars
Spain;2000;Annual;per 1000 inhabitants;430.0;Passenger cars
Spain;2001;Annual;per 1000 inhabitants;445.0;Passenger cars
Spain;2009;Annual;per 1000 inhabitants;474.0;Passenger cars
Spain;2010;Annual;per 1000 inhabitants;476.0;Passenger cars
Spain;2012;Annual;per 1000 inhabitants;476.0;Passenger cars
Spain;2015;Annual;per 1000 inhabitants;482.0;Passenger cars
Spain;2016;Annual;per 1000 inhabitants;493.0;Passenger cars
Spain;1994;Annual;absolute value;47088.0;Motor coaches, buses and trolley bus
Spain;2002;Annual;absolute value;56953.0;Motor coaches, buses and trolley bus
Spain;2008;Annual;absolute value;62196.0;Motor coaches, buses and trolley bus
Spain;2015;Annual;absolute value;60252.0;Motor coaches, buses and trolley bus
Spain;1996;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Spain;1999;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Spain;2000;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Spain;2001;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Spain;2004;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Spain;2005;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Spain;2009;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Spain;2011;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Spain;2012;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Sweden;2010;Annual;absolute value;78348.0;Mopeds
Sweden;2002;Annual;per 1000 inhabitants;2.0;Mopeds
Sweden;2003;Annual;per 1000 inhabitants;3.0;Mopeds
Sweden;2009;Annual;per 1000 inhabitants;10.0;Mopeds
Sweden;2011;Annual;per 1000 inhabitants;8.0;Mopeds
Sweden;2013;Annual;per 1000 inhabitants;8.0;Mopeds
Sweden;2015;Annual;per 1000 inhabitants;8.0;Mopeds
Sweden;1995;Annual;absolute value;63000.0;Motorcycles
Sweden;1997;Annual;absolute value;91000.0;Motorcycles
Sweden;2000;Annual;absolute value;139920.0;Motorcycles
Sweden;2005;Annual;absolute value;225040.0;Motorcycles
Sweden;2011;Annual;absolute value;280562.0;Motorcycles
Sweden;1995;Annual;per 1000 inhabitants;7.0;Motorcycles
Sweden;2010;Annual;per 1000 inhabitants;30.0;Motorcycles
Sweden;2013;Annual;per 1000 inhabitants;30.0;Motorcycles
Sweden;2014;Annual;per 1000 inhabitants;30.0;Motorcycles
Sweden;1996;Annual;absolute value;3655000.0;Passenger cars
Sweden;1999;Annual;absolute value;3890000.0;Passenger cars
Sweden;2008;Annual;absolute value;4279000.0;Passenger cars
Sweden;2010;Annual;absolute value;4334390.0;Passenger cars
Sweden;2015;Annual;absolute value;4668262.0;Passenger cars
Sweden;2016;Annual;absolute value;4767262.0;Passenger cars
Sweden;1996;Annual;per 1000 inhabitants;413.0;Passenger cars
Sweden;2000;Annual;per 1000 inhabitants;451.0;Passenger cars
Sweden;2006;Annual;per 1000 inhabitants;463.0;Passenger cars
Sweden;2010;Annual;per 1000 inhabitants;462.0;Passenger cars
Sweden;2012;Annual;per 1000 inhabitants;467.0;Passenger cars
Sweden;1999;Annual;absolute value;14869.0;Motor coaches, buses and trolley bus
Sweden;2004;Annual;absolute value;13363.0;Motor coaches, buses and trolley bus
Sweden;2010;Annual;absolute value;13868.0;Motor coaches, buses and trolley bus
Sweden;1993;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Sweden;1996;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Sweden;1999;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Sweden;2001;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Sweden;2008;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Sweden;1993;Annual;absolute value;280.0;Trams
Sweden;2007;Annual;absolute value;450.0;Trams
Sweden;1995;Annual;per 1000 inhabitants;0.0;Trams
Sweden;1996;Annual;per 1000 inhabitants;0.0;Trams
Sweden;2008;Annual;per 1000 inhabitants;0.0;Trams
Switzerland;2000;Annual;absolute value;219000.0;Mopeds
Switzerland;2003;Annual;absolute value;173000.0;Mopeds
Switzerland;2007;Annual;absolute value;145000.0;Mopeds
Switzerland;2008;Annual;absolute value;142000.0;Mopeds
Switzerland;2013;Annual;absolute value;147000.0;Mopeds
Switzerland;2018;Annual;absolute value;133000.0;Mopeds
Switzerland;1995;Annual;per 1000 inhabitants;45.0;Mopeds
Switzerland;2007;Annual;per 1000 inhabitants;19.0;Mopeds
Switzerland;2008;Annual;per 1000 inhabitants;18.0;Mopeds
Switzerland;2016;Annual;per 1000 inhabitants;17.0;Mopeds
Switzerland;2001;Annual;absolute value;521000.0;Motorcycles
Switzerland;2002;Annual;absolute value;545000.0;Motorcycles
Switzerland;2007;Annual;absolute value;619000.0;Motorcycles
Switzerland;2009;Annual;absolute value;637000.0;Motorcycles
Switzerland;2010;Annual;absolute value;651000.0;Motorcycles
Switzerland;2011;Annual;absolute value;666000.0;Motorcycles
Switzerland;2018;Annual;absolute value;739300.0;Motorcycles
Switzerland;1997;Annual;per 1000 inhabitants;57.0;Motorcycles
Switzerland;2001;Annual;per 1000 inhabitants;72.0;Motorcycles
Switzerland;2003;Annual;per 1000 inhabitants;77.0;Motorcycles
Switzerland;2004;Annual;per 1000 inhabitants;78.0;Motorcycles
Switzerland;2007;Annual;per 1000 inhabitants;82.0;Motorcycles
Switzerland;2008;Annual;per 1000 inhabitants;83.0;Motorcycles
Switzerland;2017;Annual;per 1000 inhabitants;86.0;Motorcycles
Switzerland;1997;Annual;absolute value;3323000.0;Passenger cars
Switzerland;2002;Annual;absolute value;3701000.0;Passenger cars
Switzerland;2007;Annual;absolute value;3956000.0;Passenger cars
Switzerland;2013;Annual;absolute value;4321000.0;Passenger cars
Switzerland;1995;Annual;per 1000 inhabitants;455.0;Passenger cars
Switzerland;1998;Annual;per 1000 inhabitants;472.0;Passenger cars
Switzerland;2000;Annual;per 1000 inhabitants;489.0;Passenger cars
Switzerland;2001;Annual;per 1000 inhabitants;499.0;Passenger cars
Switzerland;2013;Annual;per 1000 inhabitants;534.0;Passenger cars
Switzerland;2014;Annual;per 1000 inhabitants;535.0;Passenger cars
Switzerland;2016;Annual;per 1000 inhabitants;540.0;Passenger cars
Switzerland;1994;Annual;absolute value;36086.0;Motor coaches, buses and trolley bus
Switzerland;1997;Annual;absolute value;38508.0;Motor coaches, buses and trolley bus
Switzerland;1998;Annual;absolute value;39012.0;Motor coaches, buses and trolley bus
Switzerland;2001;Annual;absolute value;41342.0;Motor coaches, buses and trolley bus
Switzerland;2009;Annual;absolute value;9000.0;Motor coaches, buses and trolley bus
Switzerland;2012;Annual;absolute value;9500.0;Motor coaches, buses and trolley bus
